date,num_adbit,num_httpsrr,perc,adbit_perc
2023-11-04,6597,126888,20.58086009855093,5.199073198411197
2023-11-05,6602,126920,20.586050404357263,5.201701859439017
2023-11-06,6596,126873,20.57842714270421,5.198899687088663
2023-11-07,6598,126979,20.595620030687684,5.1961347939423055
2023-11-08,6607,127030,20.60389208056652,5.201133590490436
2023-11-09,6602,127064,20.60940678048575,5.195806837499213
2023-11-10,6609,127112,20.617192239195244,5.1993517527849455
2023-11-11,6603,127091,20.61378610100984,5.1954898458584795
2023-11-12,6598,127088,20.61329950984049,5.191678207226489
2023-11-13,6608,127106,20.61621905685656,5.198810441678599
2023-11-14,6618,127213,20.633574141896474,5.2022985072280346
2023-11-15,6617,127254,20.640224221210836,5.199836547377686
2023-11-16,6620,127279,20.64427914762203,5.201172227940194
2023-11-17,6622,127295,20.646874300525194,5.202089634313995
2023-11-18,6626,127315,20.65011824165415,5.20441424812473
2023-11-19,6627,127319,20.65076702987994,5.205036168992844
2023-11-20,6633,127328,20.65222680338797,5.209380497612465
2023-11-21,6637,127359,20.65725491213785,5.211253229061158
2023-11-22,6641,127386,20.661634232661942,5.2132887444460145
2023-11-23,6649,127443,20.670879464879476,5.217234371444489
2023-11-24,6650,127475,20.676069770685803,5.216709158658561
2023-11-25,6650,127463,20.674123406008427,5.217200285573068
2023-11-26,6654,127461,20.67379901189553,5.220420363876009
2023-11-27,6649,127465,20.674447800121325,5.2163338955791785
2023-11-28,6657,127484,20.67752954419383,5.2218317592795955
2023-11-29,6666,127507,20.681260076492133,5.227948269506772
2023-11-30,6664,127484,20.67752954419383,5.227322644410279
2023-12-01,6662,127460,20.673636814839085,5.226737800094147
2023-12-02,6664,127499,20.67996250004055,5.226707660452239
2023-12-03,6663,127461,20.67379901189553,5.227481347235625
2023-12-04,6665,127450,20.672014844274607,5.2295017653981954
2023-12-05,6665,127493,20.678989317701863,5.227737993458464
2023-12-06,6669,127504,20.68077348532279,5.230424143556281
2023-12-07,6677,127450,20.672014844274607,5.238917222440173
2023-12-08,6679,127447,20.67152825310526,5.240609822122137
2023-12-09,6683,127393,20.66276961205708,5.245971128711939
2023-12-10,6684,127419,20.666986735524723,5.245685494314035
2023-12-11,6689,127445,20.671203858992367,5.248538585272078
2023-12-12,6684,127452,20.6723392383875,5.244327276151021
2023-12-13,6691,127462,20.67396120895198,5.249407666598673
2023-12-14,6702,127497,20.67963810592765,5.256594272806419
2023-12-15,6704,127513,20.68223325883082,5.257503156540902
2023-12-16,6711,127538,20.686288185242013,5.2619611409932725
2023-12-17,6712,127523,20.6838552293953,5.263364255859727
2023-12-18,6716,127544,20.6872613675807,5.26563382048548
2023-12-19,6715,127528,20.68466621467753,5.265510319302428
2023-12-20,6732,127528,20.68466621467753,5.27884072517408
2023-12-21,6738,127583,20.693587052782167,5.281267880516997
2023-12-22,6736,127586,20.69407364395151,5.279576129042371
2023-12-23,6744,127632,20.70153470854811,5.283941331327567
2023-12-24,6749,127639,20.702670087943243,5.287568846512429
2023-12-25,6749,127627,20.70072372326587,5.288066004842236
2023-12-26,6751,127632,20.70153470854811,5.289425849316785
2023-12-27,6754,127644,20.703481073225483,5.291278869355395
2023-12-28,6760,127651,20.704616452620616,5.295689027112988
2023-12-29,6762,127664,20.70672501435444,5.296716380498809
2023-12-30,6763,127683,20.709806758426947,5.296711386793857
2023-12-31,6761,127698,20.712239714273665,5.29452301523908
2024-01-01,6760,127678,20.70899577314471,5.294569150519275
2024-01-02,6765,127695,20.711753123104323,5.2977798660871604
2024-01-03,6767,127720,20.71580804951552,5.298308800501096
2024-01-04,6767,127720,20.71580804951552,5.298308800501096
2024-01-05,6778,127801,20.72894601108779,5.303557875133998
2024-01-06,6780,127805,20.72959479931358,5.304956770079418
2024-01-07,6777,127797,20.728297222862,5.302941383600554
2024-01-08,6782,127816,20.731378966934507,5.3060649683920635
2024-01-09,6789,127830,20.733649725724774,5.310959868575452
2024-01-10,6794,127855,20.73770465213597,5.313832075397912
2024-01-11,6798,127887,20.742894957942305,5.315630204790167
2024-01-12,6809,127927,20.749382840200216,5.322566776364646
2024-01-13,6806,127957,20.75424875189365,5.318974342943332
2024-01-14,6809,127980,20.75797928419195,5.320362556649476
2024-01-15,6808,127951,20.753275569554965,5.320786863721268
2024-01-16,6812,127958,20.7544109489501,5.323621813407525
2024-01-17,6811,127975,20.75716829890971,5.322133229146318
2024-01-18,6822,128020,20.76446716644986,5.328854866427121
2024-01-19,6823,128035,20.76690012229658,5.329011598391065
2024-01-20,6821,128011,20.763007392941837,5.328448336471085
2024-01-21,6824,128014,20.76349398411117,5.330666958301435
2024-01-22,6827,128018,20.764142772336967,5.332843818837976
2024-01-23,6828,128036,20.767062319353027,5.332875128870005
2024-01-24,6830,128034,20.766737925240133,5.33452051798741
2024-01-25,6830,128046,20.768684289917505,5.33402058635178
2024-01-26,6838,128078,20.77387459572384,5.33893408704071
2024-01-27,6837,128108,20.77874050741727,5.3369032378930275
2024-01-28,6844,128096,20.7767941427399,5.342867849113165
2024-01-29,6842,128100,20.777442930965687,5.341139734582358
2024-01-30,6845,128099,20.77728073390924,5.343523368644564
2024-01-31,6848,128089,20.77565876334476,5.346282662835997
2024-02-01,6850,128082,20.774523383949628,5.348136350150685
2024-02-02,6856,128096,20.7767941427399,5.35223582313265
2024-02-03,6862,128095,20.776631945683448,5.356961630040204
2024-02-04,6863,128090,20.77582096040121,5.357951440393474
